,id,name,image,league,logo,party_id,seat_id,el_status,vote,center
189,670,Md. Nahid-Rana,1770844446.,Amar Bangladesh Party (AB Party),1769855528.jpg,66,16,,,
190,671,Md. Faruk Hossain,1770844452.,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,16,,,
191,672,Md. Rezaul Karim,1770844458.,Islami Andolon Bangladesh,1769852567.png,37,16,,,
192,673,Sahabuddin Ahmed,1770844465.,Communist Party of Bangladesh,1770214086.png,47,16,,,
193,674,S. M. Khalilur Rahman Sarkar,1770844481.,Bangladesh Muslim League,1769855087.png,59,17,,,
194,675,Kamala Kanta Roy,1770844486.jfif,Bangladesh Minority People’s Party (BMJP),1770204028.jpg,113,17,,,
195,676,Prabhat Samir Shahjahan Alam,1770844496.jfif,Communist Party of Bangladesh,1770214086.png,47,17,,,
196,677,Md. Abul Kalam Azad,1770844507.,Bangladesh Supreme Party (BSP),1769857390.jpg,78,17,,,
197,678,Md. Al Amin,1770844514.jfif,Islami Andolon Bangladesh,1769852567.png,37,17,,,
198,679,Mosammat Asha Moni,1770844520.,Independent,1704551148.jpg,32,17,,,
199,680,Md. Zahidur Rahman,1770204149.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,17,,,
200,681,Md. Mamunur Rashid Mamun,1770844527.,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,17,,,
201,682,Md. Mizanur Rahman,1770844537.,Bangladesh Jamaat-e-Islami,1769852416.png,36,17,,,
202,683,Hafiz Uddin Ahmed,1770844553.jfif,Jatiya Party (JaPa),1702196200.png,5,17,,,
203,876,Md. Chan Mia,1770844650.,Islami Andolon Bangladesh,1769852567.png,37,18,,,
204,877,Md. Matiur Rahman,1770844656.,Bangladesh Jamaat-e-Islami,1769852416.png,36,18,,,
205,878,Md. Manjurul Islam,1770218448.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,18,,,
206,879,Md. Rizwanul Islam,1770844661.,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,18,,,
207,880,Md. Shahinur Islam,1770844669.,Jatiya Party (JaPa),1702196200.png,5,18,,,
208,881,Raghunath Chandra Roy,1770844677.,Zaker Party,1703163859.jpg,23,18,,,
209,882,Anwar Chowdhury Jibon,1770844692.,Independent,1704551148.jpg,32,19,,,
210,883,AKM Afzalul Anam,1770844698.,Bangladesh Jamaat-e-Islami,1769852416.png,36,19,,,
211,884,Zobayer Sayeed,1770844705.,Bangladesh Khelafat Majlish,1769854518.jpg,50,19,,,
212,885,Md. Redwanul Karim Rabid,1770844712.,Islami Andolon Bangladesh,1769852567.png,37,19,,,
213,886,Md. ANM Bazlur Rashid,1770844720.,Independent,1704551148.jpg,32,19,,,
214,887,Md. Zulfikar Hossain,1770844728.,Jatiya Party (JaPa),1702196200.png,5,19,,,
215,888,Md. Mokarram Hossain,1770844735.,Bangladesh Muslim League,1769855087.png,59,19,,,
216,889,Md. Sadik Riyaz,1770218656.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,19,,,
217,890,Amrit Kumar Roy,1770844848.,Communist Party of Bangladesh,1770214086.png,47,20,,,
218,891,Ahmed Shafi Rubel,1770844853.,Jatiya Party (JaPa),1702196200.png,5,20,,,
219,892,Kibria Hossain,1770844860.,Bangladesh Socialist Party (BASAD),1769854432.png,48,20,,,
220,893,Md. Khairuzzaman,1770844865.,Islami Andolon Bangladesh,1769852567.png,37,20,,,
221,894,Md. Mainul Alam,1770844872.,Bangladesh Jamaat-e-Islami,1769852416.png,36,20,,,
222,895,Md. Rabiul Islam,1770844884.,Janata Party,1769856417.jpg,84,20,,,
223,896,Laila Tul Rima,1770844890.,Bangladesh Muslim League,1769855087.png,59,20,,,
224,897,Syed Jahangir Alam,1770218801.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,20,,,
225,898,Md. Akhtaruzzaman Mia,1770218836.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,21,,,
226,899,Md. Anwar Hossain,1770844904.,Islami Andolon Bangladesh,1769852567.png,37,21,,,
227,900,Md. Aftab Uddin Molla,1770844915.,Bangladesh Jamaat-e-Islami,1769852416.png,36,21,,,
228,901,Md. Nurul Amin Shah,1770844923.,Jatiya Party (JaPa),1702196200.png,5,21,,,
229,902,AKM Kamruzzaman,1770218937.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,22,,,
230,903,AZM Rezwanul Haque,1770844939.,Independent,1704551148.jpg,32,22,,,
231,904,SM Zakaria Bacchu,1770844945.,Independent,1704551148.jpg,32,22,,,
232,905,Md. Abdul Ahad,1770844952.,National Citizen Party (NCP),1770212308.jpg,63,22,,,
233,906,Md. Kazi Abdul Gafur,1770844958.,Jatiya Party (JaPa),1702196200.png,5,22,,,
234,907,Md. Rustam Ali,1770844966.,Independent,1704551148.jpg,32,22,,,
235,908,Md. Hazrat Ali Belal,1770844972.,Independent,1704551148.jpg,32,22,,,
236,909,Abu Zafar Md. Zahid Hossain,1770219081.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,23,,,
237,910,Md. Anwarul Islam,1770844989.,Bangladesh Jamaat-e-Islami,1769852416.png,36,23,,,
238,911,Md. Abdul Hakim,1770844995.,Bangladesh Socialist Party (BASAD),1769854432.png,48,23,,,
239,912,Md. Abdullah,1770845004.,Independent,1704551148.jpg,32,23,,,
240,913,Md. Nur Alam Siddique,1770845012.,Islami Andolon Bangladesh,1769852567.png,37,23,,,
241,914,Md. Rezaul Haque,1770845019.,Jatiya Party (JaPa),1702196200.png,5,23,,,
242,915,Md. Shahnewaz Firoz Shuvo Shah,1770845026.,Independent,1704551148.jpg,32,23,,,
243,1080,Jebel Rahman Gani,1770808155.jpg,Bangladesh National Awami Party (Bangladesh NAP),1769857282.png,100,24,,,
244,1081,Maulana Md. Manjurul Islam,1770808180.jpg,Jamiat Ulema-e-Islam Bangladesh,1769857247.png,99,24,,,
245,1082,Md. Abdul Jalil,1770808209.jpg,Islami Andolon Bangladesh,1769852567.png,37,24,,,
246,1083,Md. Abdus Sattar,1770808233.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,24,,,
247,1084,Md. Taslim Uddin,1770808253.jpg,Jatiya Party (JaPa),1702196200.png,5,24,,,
248,1085,Md. Makhdum Azam Mashrafi,1770808274.jpg,Jatiya Party (JP),1769856887.png,94,24,,,
249,1086,Md. Rafiqul Islam,1770808297.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,24,,,
250,1087,Md. Sirajul Islam,1770808320.jpg,Bangladesh Nationalist Front (BNF),1703159369.png,9,24,,,
251,1088,Al-Faruk Abdul Latif,1770808363.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,25,,,
252,1089,Md. Minhajul Islam Minhaj,1770808388.jpg,Independent,1704551148.jpg,32,25,,,
253,1090,Md. Sarwarul Alam,1770808484.jpg,Khelafat Majlish,1769853908.png,45,25,,,
254,1091,Md. Sirajul Islam,,Bangladesh Nationalist Front (BNF),1703159369.png,9,25,,,
255,1092,Shaharin Islam,1770382295.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,25,,,
256,1093,Hasibul Islam,,Islami Andolon Bangladesh,1769852567.png,37,25,,,
257,1094,Alhaj Syed Ali,1770382361.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,26,,,
258,1095,Obaidullah Salafi,1770808692.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,26,,,
259,1096,Md. Amzad Hossain (Sarkar),1770808731.jpg,Islami Andolon Bangladesh,1769852567.png,37,26,,,
260,1097,Md. Rohan Chowdhury,1770808766.jpg,Jatiya Party (JaPa),1702196200.png,5,26,,,
261,1098,Abdul Muntakim,1770808823.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,27,,,
262,1099,S. M. Mamunur Rashid,1770808858.jpg,Independent,1704551148.jpg,32,27,,,
263,1100,Zobaidur Rahman (Hira),1770808891.jpg,Independent,1704551148.jpg,32,27,,,
264,1101,Mirza Md. Shawkat Akbar (Rowshan),1770808934.jpg,Bangladesh Jatiya Party,1770213853.png,65,27,,,
265,1102,Md. Abdul Gafur Sarkar,1770382501.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,27,,,
266,1103,Md. Maidul Islam,1770808961.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,27,,,
267,1104,Md. Riyad Arfan Sarkar,1770808982.jpg,Independent,1704551148.jpg,32,27,,,
268,1105,Md. Shahidul Islam,1770809015.jpg,Islami Andolon Bangladesh,1769852567.png,37,27,,,
269,1106,Md. Siddiqul Alam,1770809057.jpg,Jatiya Party (JaPa),1702196200.png,5,27,,,
270,1835,Abu Sama Md. Redwanul Haque,1770828193.jpg,Independent,1704551148.jpg,32,28,,,
271,1836,Muhammad Fazlul Karim Shaharia,1770828211.jpg,Islami Andolon Bangladesh,1769852567.png,37,28,,,
272,1837,Md. Anwarul Islam Raju,1770828229.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,28,,,
273,1838,Md. Moshiur Rahman Ranga,1770828257.jpg,Jatiya Party (JaPa),1702196200.png,5,28,,,
274,1839,Md. Rezaul Karim Sarkar,1770828282.jpg,Independent,1704551148.jpg,32,28,,,
275,1840,Md. Shubho Ahmed,1770828300.jpg,Bangladesh Labour Party,1770206037.jpg,114,28,,,
276,1841,Md. Hasan Rajib Pradhan,1770442103.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,28,,,
277,1842,Shihab Ahmed,1770828331.jpg,Independent,1704551148.jpg,32,28,,,
278,1843,Habib Md. Faruk,1770828352.jpg,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JASAD),1769855648.png,69,28,,,
279,1844,Nimai Chandra Roy,1770828435.jpg,Communist Party of Bangladesh,1770214086.png,47,29,,,
280,1845,Md. Elahan Uddin,1770828459.jpg,Jatiya Party (JaPa),1702196200.png,5,29,,,
281,1846,Md. Firoz Haider,1770828542.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,29,,,
282,1847,Md. Momtaz Ali,1770828564.jpg,Independent,1704551148.jpg,32,29,,,
283,1848,Md. Mahfuzur Rahman,1770828592.jpg,Islami Andolon Bangladesh,1769852567.png,37,29,,,
284,1849,Md. Rokon Uddin Babul,1770442296.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,29,,,
285,1850,Md. Shamim Kamal,1770828616.jpg,Janata Party,1769856417.jpg,84,29,,,
286,1851,Asadul Habib Dulu,1770442337.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,30,,,
287,1852,Dipak Kumar Roy,1770828670.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,30,,,
288,1853,Madhu Sudan Roy,1770828710.jpg,Communist Party of Bangladesh,1770214086.png,47,30,,,
289,1854,Md. Abu Taher,1770828777.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,30,,,
290,1855,Md. Aminul Islam,1770828805.jpg,Islami Andolon Bangladesh,1769852567.png,37,30,,,
291,1856,Md. Zahid Hasan,1770828827.jpg,Jatiya Party (JaPa),1702196200.png,5,30,,,
292,539,Md. Fazlur Rahman Saeed,1770843455.,Bangladesh Jamaat-e-Islami,1769852416.png,36,31,,1410,1
293,540,Md. Masud Rana Pradhan,1769958942.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,31,,854,1
294,537,Taufika Dewan,1770843446.,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,31,,,1
295,538,Md. Wazed Parvez,1770843451.,Bangladesh Socialist Party (BASAD),1769854432.png,48,31,,,1
296,541,Sabekun Nahar,1770843472.,Jatiya Party (JaPa),1702196200.png,5,31,,,1
297,544,Md. Abdul Bari,1769959040.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,32,,15316,11
298,543,S. M. Rashedul Alam,1770843522.,Bangladesh Jamaat-e-Islami,1769852416.png,36,32,,10445,11
299,542,S. A. Zahid,1770843518.,Amar Bangladesh Party (AB Party),1769855528.jpg,66,32,,,11
300,1313,A. B. M. Mostafa Kamal Pasha,,Islami Andolon Bangladesh,1769852567.png,37,33,,,
301,1314,Kazi Rafiqul Islam,1770430686.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,33,,,
302,1315,Md. Asadul Haque,1770816875.jpg,Bangladesh Congress,1703160912.jpg,14,33,,,
303,1316,Md. Zulfikar Ali,1770816899.jpg,Gono Forum,1770206382.jpg,115,33,,,
304,1317,Md. Shahabuddin,1770816916.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,33,,,
305,563,Md. Ali Akbar,1770849104.jpg,Islami Andolon Bangladesh,1769852567.png,37,138,,,
306,564,Md. Iqbal Hossain,1770849134.jfif,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,138,,,
307,565,Md. Kabir Hasan,1770849214.jpg,Nagorik Oikya,1769855423.png,64,138,,,
308,566,Md. Faridul Kabir Talukdar,1770134771.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,138,,,
309,567,Md. Mahbub Zaman Jewel,1770849246.jpg,Communist Party of Bangladesh,1770214086.png,47,138,,,
310,568,Mohammad Abdul Awal,1770849267.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,138,,,
311,569,Abu Sayeem Mohammad Sa’adat-ul Karim,1770849307.jpg,Bangladesh Congress,1703160912.jpg,14,139,,,
312,570,Zakir Hossain,1770849431.jpg,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,139,,,
313,571,Muhammad Abdus Sattar,1770849462.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,139,,,
314,572,Md. Amir Uddin,1770849499.jpg,Jatiya Samajtantrik Dal (JSD),1769855932.png,76,139,,,
315,573,Md. Babar Ali Khan,1770849522.jpg,Jatiya Party (JP),1769856887.png,94,139,,,
316,574,Shah Md. Waresh Ali Mamun,1770134978.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,139,,,
317,575,Sheikh Md. Akkas Ali,1770849548.jfif,Communist Party of Bangladesh,1770214086.png,47,139,,,
318,576,Syed Yunus Ahmed,1770849820.jpg,Islami Andolon Bangladesh,1769852567.png,37,139,,,
319,1880,Md. Rashedul Islam Rashed,1770830002.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,140,,16823,18
320,1883,Sansila Zebrin,1770442964.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,140,,8234,18
321,1878,Md. Ilias Uddin,1770829969.jpg,Jatiya Party (JP),1769856887.png,94,140,,,18
322,1879,Md. Mahmudul Haque Moni,1770829986.jpg,Jatiya Party (JaPa),1702196200.png,5,140,,,18
323,1881,Md. Likhon Mia,1770830020.jpg,National Citizen Party (NCP),1770212308.jpg,63,140,,,18
324,1882,Md. Shafiqul Islam Masud,1770830043.jpg,Independent,1704551148.jpg,32,140,,,18
325,1887,Mohammad Fahim Chowdhury,1770443033.webp,Bangladesh Nationalist Party (BNP),1769852771.webp,38,141,,9657,14
326,1886,Md. Golam Kibria,1770830160.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,141,,9312,14
327,1884,Md. Abdullah,1770830096.jpg,Amar Bangladesh Party (AB Party),1769855528.jpg,66,141,,,14
328,1885,Md. Abdullah Al Qayes,1770830137.jpg,Islami Andolon Bangladesh,1769852567.png,37,141,,,14
329,1888,Abu Taleb Md. Saifuddin,1770830207.jpg,Islami Andolon Bangladesh,1769852567.png,37,142,,,
330,1889,Md. Aminul Islam,1770830229.jpg,Independent,1704551148.jpg,32,142,,,
331,1890,Md. Mahmudul Haque Rubel,1770443097.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,142,,,
332,1891,Md. Mizanur Rahman,1770830267.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,142,,,
333,1892,Mohammad Nuruzzaman,1770830285.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,142,,,
334,1501,Azharul Islam,1770825088.jpg,Communist Party of Bangladesh,1770214086.png,47,143,,,
335,1502,Mohammad Rashedul Haque,1770825107.jpg,Bangladesh Labour Party,1770206037.jpg,114,143,,,
336,1503,Md. A. Razzak,1770825121.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,143,,,
337,1504,Md. Jillur Rahman,1770825140.jpg,Islami Andolon Bangladesh,1769852567.png,37,143,,,
338,1505,Md. Tajul Islam,1770825166.jpg,Bangladesh Khelafat Majlish,1769854518.jpg,50,143,,,
339,1506,Mohammad Salman Omar,1770825190.jpg,Independent,1704551148.jpg,32,143,,,
340,1507,Syed Emran Saleh,1770825216.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,143,,,
341,1522,Golam Mawla Bhuiyan,1770825852.jpg,Islami Andolon Bangladesh,1769852567.png,37,144,,,
342,1523,Mohammadullah,1770825879.jpg,Bangladesh Khelafat Majlish,1769854518.jpg,50,144,,,
343,1524,Md. Emdadul Haque Khan,1770825913.jpg,Jatiya Party (JaPa),1702196200.png,5,144,,,
344,1525,Md. Julhas Uddin Sheikh,1770825936.jpg,Bangladesh Supreme Party (BSP),1769857390.jpg,78,144,,,
345,1526,Motahar Hossain Talukder,1770436149.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,144,,,
346,1527,Mohammad Abu Bakar Siddique,1770825968.jpg,Independent,1704551148.jpg,32,144,,,
347,1528,Shah Shahid Sarwar,1770825994.jpg,Independent,1704551148.jpg,32,144,,,
348,1529,Ahmed Taiebur Rahman,1770826024.jpg,Independent,1704551148.jpg,32,145,,,
349,1530,A. K. M. Ariful Hasan,1770826043.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,145,,,
350,1531,M. Iqbal Hossain,1770826069.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,145,,,
351,1532,Md. Abu Taher Khan,1770826092.jpg,Bangladesh Nezam-e-Islam Party,1769856767.jpg,91,145,,,
352,1533,Md. Shariful Islam,1770826118.jpg,Islami Andolon Bangladesh,1769852567.png,37,145,,,
353,1534,Abu Md. Musa Sarkar,1770826163.jpg,Jatiya Party (JaPa),1702196200.png,5,146,,,
354,1535,Emdadul Haque Millat,1770826215.jpg,Communist Party of Bangladesh,1770214086.png,47,146,,,
355,1536,Md. Abu Wahab Akand Wahid,1770436364.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,146,,,
356,1537,Md. Nasir Uddin,1770826232.jpg,Islami Andolon Bangladesh,1769852567.png,37,146,,,
357,1538,Md. Liaqat Ali,1770826254.jpg,Bangladesh Supreme Party (BSP),1769857390.jpg,78,146,,,
358,1539,Mostafizur Rahman,1770826291.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,146,,,
359,1540,Md. Hamidul Islam,1770826313.jpg,National People's Party (NPP),1769853961.png,46,146,,,
360,1541,Mohammad Kamrul Ahsan,1770826332.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,146,,,
361,1542,Shekhar Kumar Roy,1770826353.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,146,,,
362,1543,Mohammad Sirajul Islam,1770826400.jpg,Islami Andolon Bangladesh,1769852567.png,37,147,,,
363,1544,Md. Matiur Rahman Akand,1770826425.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,147,,,
364,1545,Md. Rafiqul Islam,1770826440.jpg,Amar Bangladesh Party (AB Party),1769855528.jpg,66,147,,,
365,1546,Mohammad Zakir Hossain,1770826462.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,147,,,
366,1547,Mohammad Nazrul Islam,1770826480.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,147,,,
367,1548,Professor Md. Jasim Uddin,1770826508.jpg,Independent,1704551148.jpg,32,148,,,
368,1549,Akhtar Sultana,1770826529.jpg,Independent,1704551148.jpg,32,148,,,
369,1550,Md. Akhtarul Alam,1770826551.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,148,,,
370,1551,Md. Kamrul Hasan,1770826565.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,148,,,
371,1552,Md. Nure Alam Siddique,1770826583.jpg,Islami Andolon Bangladesh,1769852567.png,37,148,,,
372,1553,Dr. Md. Mahabubur Rahman,1770826618.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,149,,,
373,1554,Mohammad Anwar Sadat,1770826638.jpg,Independent,1704551148.jpg,32,149,,,
374,1555,Md. Asaduzzaman,1770826660.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,149,,,
375,1556,Md. Ibrahim Khalilullah,1770826688.jpg,Islami Andolon Bangladesh,1769852567.png,37,149,,,
376,1557,Md. Zainal Abedin,1770826715.jpg,Independent,1704551148.jpg,32,149,,,
377,1558,Md. Jahirul Islam,1770826742.jpg,Jatiya Party (JaPa),1702196200.png,5,149,,,
378,1559,Fakhrul Imam,1770826766.jpg,Jatiya Party (JaPa),1702196200.png,5,150,,,
379,1560,Md. Aurangzeb Belal,1770826785.jpg,Liberal Democratic Party (LDP),1770209895.jpg,89,150,,,
